nhc_accepted_pct,nhc_lat_residual_mean_mps,nhc_lat_residual_rms_mps,nhc_up_residual_mean_mps,nhc_up_residual_rms_mps,zupt_updates_applied,zaru_updates_applied
100.0,-0.0054,0.082,0.1609,0.399,357.0,280.0
